Model,Scenario,Lease Monthly,Lease Due at Signing,Lease Term,Money Factor,Annual Mileage,Finance Monthly,Finance Amount Financed,Finance Term,Finance APR
2026 Civic Sport Hybrid Sedan,"Standard (Good Credit, 15k miles/yr)",315.17,5042.86,36,0.00203,15000,645.5,33801.95,60,5.49
